省名,站名,站名简码
陕西,蜀河,SHE
陕西,水沟,SGO
陕西,苏家坡,SJP
陕西,绥德,SDE
陕西,孙镇,SZH
陕西,田庄镇,TZZ
陕西,瓦窑堡,WYP
陕西,湾李所,WLS
陕西,韦庄,WZH
陕西,魏家楼,WJL
陕西,渭南,WNA
陕西,渭南北,WNB
陕西,渭南南,WNN
陕西,吴堡,WPU
陕西,武功,WGO
陕西,西安,XAN
陕西,西安北,XAB
陕西,西安东,XAD
陕西,西安南,XAN
陕西,西沟,XGO
陕西,西社,XSH
陕西,西乡,XXI
陕西,咸阳,XYA
陕西,咸阳秦都,XYD
陕西,向阳镇,XYZ
陕西,小河镇,XHZ
陕西,新城川,XCC
陕西,新丰镇,XFZ
陕西,兴平,XPI
陕西,徐家坪,XJP
陕西,旬阳,XYA
陕西,旬阳北,XYB
陕西,延安,YAN
陕西,阎良,YLI
陕西,燕子砭,YZB
陕西,砚川,YCH
陕西,杨陵,YLI
陕西,杨陵南,YLN
陕西,洋县,YXI
陕西,阳平关,YPG
陕西,窑村,YCU
陕西,义合镇,YHZ
陕西,营镇,YZH
陕西,永乐店,YLD
陕西,榆林,YLI
陕西,早阳,ZYA
陕西,张家船,ZJC
陕西,张桥,ZQI
陕西,镇安,ZAN
陕西,钟家村,ZJC
陕西,紫阳,ZYA
陕西,子长,ZCH
陕西,子洲,ZZH
陕西,棕溪,ZXI
陕西,柞水,ZSH
陕西,岐山,QSH
陕西,潼关,TGU
陕西,灞桥,BQI
陕西,缯溪河,ZXH
陕西,晏家坝,YJB
陕西,虢镇,GZH
陕西,蟠龙镇,PLZ
上海,安亭北,ATB
上海,车墩,CDU
上海,春申,CSH
上海,封浜,FBA
上海,枫泾,FJI
上海,海湾,HWA
上海,黄渡,HDU
上海,黄渡所,HDS
上海,金山北,JSB
上海,金山卫,JSW
上海,金山卫东,JSD
上海,金山卫西,JSX
上海,金山园区,JSQ
上海,芦潮港,LCG
上海,南翔北,NXB
上海,南翔北所,NXS
上海,七宝,QBA
上海,山阳,SYA
上海,上海,SHA
上海,上海虹桥,SHQ
上海,上海南,SHN
上海,上海西,SHX
上海,四团,STU
上海,松江,SJI
上海,松江南,SJN
上海,亭林,TLI
上海,新桥,XQI
上海,叶榭,YXI
上海,漕泾,CJI
四川,阿寨,AZH
四川,埃岱,ADA
四川,安德,ADE
四川,安富镇,AFZ
四川,安家湾,AJW
四川,安靖,AJI
四川,巴山,BSH
四川,巴中,BZH
四川,白果,BGU
四川,白石岩,BSY
四川,白水,BSH
四川,柏村,BCU
四川,柏林,BLI
四川,丙谷,BGU
四川,步行街,BXJ
四川,长河坝,CHB
四川,长河碥,CHB
四川,长沙埂,CSG
四川,朝天,CTI
四川,陈家湾,CJW
四川,成都,CDU
四川,成都东,CDD
四川,成都南,CDN
四川,茨坝,CBA
四川,达州,DZH
四川,大山铺,DSP
四川,大滩,DTA
四川,大英,DYI
四川,大英东,DYD
四川,代湾,DWA
四川,德昌,DCH
四川,德阳,DYA
四川,登瀛崖,DYY
四川,都江堰,DJY
四川,渡口,DKO
四川,渡市,DSH
四川,峨边,EBI
四川,峨眉,EME
四川,峨眉山,EMS
四川,尔赛河,ESH
四川,峰高铺,FGP
四川,福溪,FXI
四川,甘洛,GLU
四川,高兴,GXI
四川,格里坪,GLP
四川,公兴,GXI
四川,共和,GHE
四川,古家沱,GJT
四川,关村坝,GCB
四川,广安,GAN
四川,广安南,GAN
四川,广汉,GHA
四川,广汉北,GHB
四川,广顺场,GSC
四川,广元,GYU
四川,广元东,GYD
四川,广元南,GYN
四川,汉王山,HWS
四川,汉旺,HWA
四川,汉源,HYU
四川,横江,HJI
四川,洪安乡,HAX
四川,红峰,HFE
四川,红光镇,HGZ
四川,红花塘,HHT
四川,侯家坪,HJP
四川,花楼坝,HLB
四川,花棚子,HPZ
四川,华蓥,HYI
四川,黄家坝,HJB
四川,黄联关,HLG
四川,黄水塘,HST
四川,黄洋,HYA
四川,黄,HQI
四川,嘉川,JCH
四川,简阳,JYA
四川,江油,JYO
四川,金刚沱,JGT
四川,金口河,JKH
四川,金沙湾,JSW
四川,金堂,JTA
四川,经久,JJI
四川,敬梓场,JZC
四川,九里,JLI
四川,聚源,JYU
四川,开江,KJI
四川,孔滩,KTA
四川,拉白,LBA
四川,拉鲊,LZH
四川,栏杆滩,LGT
四川,乐坝,LBA
四川,乐山,LSH
四川,乐山北,LSB
四川,乐武,LWU
四川,乐跃,LYU
四川,离堆公园,LDY
四川,李冰广场,LBC
四川,李市镇,LSZ
四川,礼州,LZH
四川,联合乡,LHX
四川,凉红,LHO
四川,临巴溪,LBX
四川,临江场,LJC
四川,临江寺,LJS
四川,灵仙庙,LXM
四川,刘沟,LGO
四川,龙潭寺,LTS
四川,隆昌,LCH
四川,罗江,LJI
四川,罗江东,LJD
四川,麻栗,MLI
四川,马村,MCU
四川,马角坝,MJB
四川,马街,MJI
四川,漫水湾,MSW
四川,毛坝,MBA
四川,眉山,MSH
四川,眉山东,MSD
四川,米易,MYI
四川,密地,MDI
四川,绵阳,MYA
四川,冕宁,MNI
四川,冕山,MSH
四川,庙子沟,MZG
四川,墨池坝,MCB
四川,木瓜坪,MGP
四川,南岸坝,NAB
四川,南充,NCH
四川,南充东,NCD
四川,南尔岗,NEG
四川,内江,NJI
四川,内江南,NJN
四川,尼波,NBO
四川,尼日,NRI
四川,牛坪子,NPZ
四川,攀枝花,PZH
四川,彭山,PSH
四川,彭山北,PSB
四川,彭州,PZH
四川,彭州南,PZN
四川,蓬安,PAN
四川,蓬溪,PXI
四川,平等,PDE
四川,蒲坝,PBA
四川,蒲家,PJI
四川,普济,PJI
四川,普兴,PXI
四川,普雄,PXI
四川,青白江东,QBD
四川,青城山,QCS
四川,青杠,QGA
四川,青花,QHU
四川,青莲,QLI
四川,青龙场,QLC
四川,青神,QSH
四川,渠县,QXI
四川,冉家河,RJH
四川,赛金桥,SJQ
四川,三道堰,SDY
四川,三堆子,SDZ
四川,三汇坝,SHB
四川,三汇镇,SHZ
四川,沙坝,SBA
四川,沙马拉达,SMD
四川,沙湾,SWA
四川,上格达,SGD
四川,上普雄,SPX
四川,尚武,SWU
四川,师庄,SZH
四川,石板滩,SBT
四川,石场,SCH
四川,石桥镇,SQZ
四川,石柱槽,SZC
四川,双凤驿,SFY
四川,双福,SFU
四川,双流,SLI
四川,双流机场,SLC
四川,双流西,SLX
四川,双龙,SLO
四川,双石桥,SSQ
四川,顺河场,SHC
四川,思,SME
四川,苏雄,SXI
四川,遂宁,SNI
四川,遂宁南,SNN
四川,太和,THE
四川,铁口,TKO
四川,铁西,TXI
四川,桐子林,TZL
四川,土溪,TXI
四川,瓦祖,WZU
四川,弯,WQI
四川,万盛,WSH
四川,万源,WYU
四川,王场,WCH
四川,旺苍,WCA
四川,吴场,WCH
四川,五凤溪,WFX
四川,西昌,XCH
四川,西昌北,XCB
四川,西昌南,XCN
四川,犀浦,XPU
四川,犀浦东,XPD
四川,喜德,XDE
四川,下两,XLI
四川,下普雄,XPX
四川,小高,XGA
四川,新都东,XDD
四川,新江,XJI
四川,新津,XJI
四川,新津南,XJN
四川,新凉,XLI
四川,新民场,XMC
四川,新铁村,XTC
四川,宣汉,XHA
四川,巡场,XCH
四川,燕岗,YGA
四川,杨漩,YXU
四川,养马河,YMH
四川,一步滩,YBT
四川,宜宾,YBI
四川,宜宾南,YBN
四川,营山,YSH
四川,迎宾路,YBL
四川,迎祥街,YXJ
四川,永郎,YLA
四川,油溪,YXI
四川,俞冲,YCH
四川,鱼洞,YDO
四川,元坝,YBA
四川,越西,YXI
四川,岳池,YCH
四川,月华,YHU
四川,枣子林,ZZL
四川,竹园坝,ZYB
四川,资阳,ZYA
四川,资中,ZZH
四川,自贡,ZGO
四川,郫县,PXI
四川,郫县东,PXD
四川,郫县西,PXX
四川,垭口,YKO
四川,迤资,YZI
四川,梓潼,ZTO
四川,轸溪,ZXI
四川,旌阳,JYA
四川,覃家坝,QJB
天津,宝坻,BDI
天津,北仓,BCA
天津,别山,BSH
天津,滨海,BHA
天津,滨海北,BHB
天津,曹子里,CZL
天津,茶淀,CDI
天津,崔黄口,CHK
天津,大口屯,DKT
天津,豆张庄,DZZ
天津,汉沟镇,HGZ
天津,汉沽,HGU
天津,蓟县,JXI
天津,蓟县南,JXN
天津,津沪所,JHS
天津,静海,JHA
天津,军粮城北,JLB
天津,芦台,LTA
天津,南仓,NCA
天津,南仓所,NCS
天津,三百吨,SBD
天津,上仓,SCA
天津,泰达,TDA
天津,塘沽,TGU
天津,唐官屯,TGT
天津,天津,TJI
天津,天津北,TJB
天津,天津南,TJN
天津,天津西,TJX
天津,田庄,TZH
天津,武清,WQI
天津,下仓,XCA
天津,杨村,YCU
天津,杨柳青,YLQ
西藏,安多,ADU
西藏,当雄,DXI
西藏,拉萨,LSA
西藏,那曲,NQU
西藏,尼木,NMU
西藏,曲水县,QSX
西藏,仁布,RBU
西藏,日喀则,RKZ
西藏,协荣,XRO
新疆,阿克苏,AKS
新疆,阿克陶,AKT
新疆,阿拉山口,ALK
新疆,阿图什,ATS
新疆,巴楚,BCH
新疆,包尔海,BEH
新疆,北屯市,BTS
新疆,博乐,BLE
新疆,布列开,BLK
新疆,柴窝堡,CWP
新疆,达板城,DBC
新疆,二堡,EPU
新疆,福海,FHA
新疆,哈密,HMI
新疆,哈密东,HMD
新疆,哈密南,HMN
新疆,和静,HJI
新疆,和什托洛盖,HSG
新疆,和田,HTI
新疆,红光,HGU
新疆,红旗村,HQC
新疆,火石泉,HSQ
新疆,霍尔果斯,HES
新疆,金银川,JYC
新疆,精河,JHE
新疆,精河南,JHN
新疆,喀什,KSH
新疆,柯坪,KPI
新疆,克拉玛依,KLY
新疆,库车,KCH
新疆,库尔勒,KEL
新疆,奎屯,KTU
新疆,了墩,LDU
新疆,柳树泉,LSQ
新疆,轮台,LTA
新疆,玛纳斯,MNS
新疆,玛纳斯湖,MNH
新疆,煤窑沟,MYG
新疆,墨玉,MYU
新疆,尼勒克,NLK
新疆,皮山,PSH
新疆,七泉湖,QQH
新疆,三葛庄,SGZ
新疆,莎车,SCH
新疆,沙湾县,SWX
新疆,山口,SKO
新疆,十三间房,SSF
新疆,石河子,SHZ
新疆,疏勒,SLE
新疆,思甜,STI
新疆,天湖,THU
新疆,吐鲁番,TLF
新疆,尾亚,WYA
新疆,乌拉泊,WLB
新疆,乌鲁木齐,WLQ
新疆,乌西,WXI
新疆,五五,WWU
新疆,新和,XHE
新疆,幸福滩,XFT
新疆,焉耆,YQI
新疆,盐湖,YHU
新疆,盐泉,YQU
新疆,叶城,YCH
新疆,伊宁,YNI
新疆,伊宁东,YND
新疆,英吉沙,YJS
新疆,鱼儿沟,YEG
新疆,泽普,ZPU
新疆,鄯善,SSH
云南,阿南庄,ANZ
云南,白沙坡,BSP
云南,白水镇,BSZ
云南,白塔村,BTC
云南,班猫箐,BMQ
云南,碧鸡关,BJG
云南,苍坪,CPI
云南,草坝,CBA
云南,岔河,CHE
云南,长冲,CCH
云南,长坡岭,CPL
云南,车转湾,CZW
云南,呈贡,CGO
云南,赤木岭,CML
云南,楚雄,CXI
云南,大德,DDE
云南,大关,DGU
云南,大旧庄,DJZ
云南,大理,DLI
云南,大理北,DLB
云南,大理东,DLD
云南,大田边,DTB
云南,大湾子,DWZ
云南,大苴,DJU
云南,邓家湾,DJW
云南,甸尾,DWE
云南,甸心,DXI
云南,甸苴坝,DJB
云南,豆沙关,DSG
云南,读书铺,DSP
云南,二道桥,EDQ
云南,凤凰山,FHS
云南,凤仪村,FYC
云南,富源,FYU
云南,高楼房,GLF
云南,格以头,GYT
云南,广南卫,GNW
云南,广通,GTO
云南,广通北,GTB
云南,广卫村,GWC
云南,鹤庆,HQI
云南,黑井,HJI
云南,黑土凹,HTA
云南,红江,HJI
云南,黄瓜园,HGY
云南,鸡街,JJI
云南,建水,JSH
云南,建水北,JSB
云南,江所田,JST
云南,金马村,JMC
云南,浸长村,QCC
云南,昆明,KMI
云南,昆明北,KMB
云南,昆明西,KMX
云南,昆阳,KYA
云南,乐善村,LSC
云南,李浩寨,LHZ
云南,丽江,LJI
云南,临江溪,LJX
云南,龙骨甸,LGD
云南,龙塘坝,LTB
云南,芦沟,LGO
云南,禄丰,LFE
云南,禄丰南,LFN
云南,陆良,LLI
云南,罗平,LPI
云南,马房,MFA
云南,马龙,MLO
云南,茂舍祖,MSZ
云南,蒙自北,MZB
云南,弥渡,MDU
云南,密马龙,MML
云南,木戛,MGA
云南,牧羊村,MYC
云南,南华,NHU
云南,牛街庄,NJZ
云南,跑马山,PMS
云南,平河口,PHK
云南,普洱渡,PED
云南,七甸,QDI
云南,桥头村,QTC
云南,勤丰营,QFY
云南,青龙寺,QLS
云南,秋木园,QMY
云南,曲江,QJI
云南,曲靖,QJI
云南,沙桥,SQI
云南,沙沙坡,SSP
云南,上关,SGU
云南,师宗,SZO
云南,施家嘴,SJZ
云南,石林,SLI
云南,石林南,SLN
云南,柿花树,SHS
云南,双湄村,SMC
云南,水富,SFU
云南,塔石嘴,TSZ
云南,滩头,TTO
云南,棠海,THA
云南,唐房村,TFC
云南,田梁子,TLZ
云南,通海,THA
云南,铜鼓溪,TGX
云南,挖色,WSE
云南,王家营,WJY
云南,王家营西,WJX
云南,温泉,WQU
云南,吴官田,WGT
云南,西街口,XJK
云南,喜鹊乐,XQL
云南,仙水,XSH
云南,祥云,XYU
云南,向隍,XHU
云南,小村,XCU
云南,小得江,XDJ
云南,小儿坪,XEP
云南,小关溪,XGX
云南,小海口,XHK
云南,小路溪,XLX
云南,小哨,XSH
云南,小喜村,XXC
云南,小新街,XXJ
云南,小月旧,XYJ
云南,新安,XAN
云南,宣威,XWE
云南,盐津,YJI
云南,盐津北,YJB
云南,燕子洞,YZD
云南,秧草地,YCD
云南,杨林,YLI
云南,羊堡,YPU
云南,羊臼河,YJH
云南,羊尾哨,YWS
云南,羊者窝,YZW
云南,姚安,YAN
云南,一平浪,YPL
云南,宜良北,YLB
云南,宜耐,YNA
云南,彝良,YLI
云南,彝良南,YLN
云南,尹地,YDI
云南,永丰营,YFY
云南,渔坝村,YBC
云南,玉溪,YXI
云南,玉溪南,YXN
云南,元谋,YMO
云南,泽润里,ZRL
云南,曾家坪子,ZJZ
云南,沾益,ZYI
云南,昭通,ZTO
云南,昭通北,ZTB
云南,昭通南,ZTN
云南,照福铺,ZFP
云南,中滩,ZTA
云南,中谊村,ZYC
云南,中寨,ZZH
云南,沐滂,MPA
浙江,白鹿塘,BLT
浙江,苍南,CNA
浙江,长安镇,CAZ
浙江,长兴,CXI
浙江,长兴南,CXN
浙江,德清,DQI
浙江,德清西,DQX
浙江,奉化,FHU
浙江,海宁,HNI
浙江,海宁西,HNX
浙江,杭州,HZH
浙江,杭州东,HZD
浙江,杭州东所,HZS
浙江,杭州南,HZN
浙江,湖州,HZH
浙江,嘉善,JSH
浙江,嘉善南,JSN
浙江,嘉兴,JXI
浙江,嘉兴南,JXN
浙江,江山,JSH
浙江,金华南,JHN
浙江,金华西,JHX
浙江,兰溪,LXI
浙江,乐清,YQI
浙江,丽水,LSH
浙江,临海,LHA
浙江,龙游,LYO
浙江,宁波,NBO
浙江,宁波东,NBD
浙江,宁海,NHA
浙江,浦江,PJI
浙江,千岛湖,QDH
浙江,青田,QTI
浙江,瑞安,RAN
浙江,三门县,SMX
浙江,上虞,SYU
浙江,上虞北,SYB
浙江,绍兴,SXI
浙江,绍兴北,SXB
浙江,绅坊,SFA
浙江,台州,TZH
浙江,桐乡,TXI
浙江,温岭,WLI
浙江,温州,WZH
浙江,温州南,WZN
浙江,武义,WYI
浙江,新安江,XAJ
浙江,新东孝,XDX
浙江,新塘边,XTB
浙江,雁荡山,YDS
浙江,义乌,YWU
浙江,永昌,YCH
浙江,永嘉,YJI
浙江,永康,YKA
浙江,余杭,YHA
浙江,余姚,YYA
浙江,余姚北,YYB
浙江,诸暨,ZJI
浙江,庄桥,ZQI
浙江,衢州,QZH
浙江,缙云,JYU
浙江,笕桥,JQI
浙江,艮山门,GSM
浙江,鳌江,AJI
重庆,白马,BMA
重庆,白沙,BSH
重庆,白沙沱,BST
重庆,白涛,BTA
重庆,保家楼,BJL
重庆,北碚,BBE
重庆,长寿,CSH
重庆,长寿北,CSB
重庆,长潭沟,CTG
重庆,大足,DZU
重庆,东升坝,DSB
重庆,丰都,FDU
重庆,涪陵,FLI
重庆,涪陵北,FLB
重庆,复盛,FSH
重庆,干溪沟,GXG
重庆,甘家坝,GJB
重庆,赶水,GSH
重庆,高谷,GGU
重庆,核桃园,HTY
重庆,合川,HCH
重庆,江津,JJI
重庆,梨树湾,LSW
重庆,梁平,LPI
重庆,龙池,LCH
重庆,麻旺,MWA
重庆,梅江,MJI
重庆,庙坝,MBA
重庆,民福寺,MFS
重庆,磨溪,MXI
重庆,磨心坡,MXP
重庆,南川,NCH
重庆,彭水,PSH
重庆,七龙星,QLX
重庆,齐岳山,QYS
重庆,黔江,QJI
重庆,茄子溪,QZX
重庆,荣昌,RCH
重庆,三江,SJI
重庆,沙坪坝,SPB
重庆,石门坎,SMK
重庆,石柱县,SZX
重庆,石子坝,SZB
重庆,石沱,STU
重庆,双溪,SXI
重庆,水江,SJI
重庆,太洪,THO
重庆,唐家沱,TJT
重庆,铜罐驿,TGY
重庆,土坎,TKA
重庆,团结村,TJC
重庆,万州,WZH
重庆,王家坝,WJB
重庆,武隆,WLO
重庆,五桥,WQI
重庆,夏坝,XBA
重庆,小南海,XNH
重庆,小南垭,XNY
重庆,秀山,XSH
重庆,鸭江,YJI
重庆,永川,YCH
重庆,酉阳,YYA
重庆,鱼背山,YBS
重庆,鱼泉,YQU
重庆,鱼嘴,YZU
重庆,郁山,YSH
重庆,镇紫街,ZZJ
重庆,中嘴,ZZU
重庆,重庆,CQI
重庆,重庆北,CQB
重庆,重庆东,CQD
重庆,重庆南,CQN
重庆,重庆西,CQX
重庆,朱杨溪,ZYX
重庆,蔺市,LSH
重庆,泔溪,GXI
重庆,潼南,TNA
重庆,珞璜,LHU
重庆,綦江,QJI
