Station_train_code,Departure,Destination
P97,北京西,香港红磡
P100,香港红磡,上海
S101,北京西,乔庄东
S102,乔庄东,北京西
S103,北京西,通州
S104,乔庄东,北京西
S105,北京西,乔庄东
S106,乔庄东,北京西
S107,北京西,乔庄东
S108,通州,北京西
S501,黄土店,古北口
Y501,北京西,衡水
S502,古北口,黄土店
Y502,衡水,北京西
S503,黄土店,古北口
Y503,衡水,石家庄北
S504,古北口,黄土店
Y504,石家庄北,衡水
Y509,北京,秦皇岛
Y510,秦皇岛,北京
Y511,承德,邯郸
Y512,邯郸,承德
Y513,邯郸,承德
Y514,承德,邯郸
Y535,北京,张家口南
Y536,张家口南,北京
Y667,兰州,敦煌
Y668,敦煌,兰州
Y669,敦煌,兰州
Y670,兰州,敦煌
Y807,银川,兰州
S901,蓟州北,天津北
S902,天津,蓟州北
S903,宝坻,天津北
S905,蓟州北,天津北
S906,天津北,宝坻
S910,天津北,蓟州北
S911,蓟州北,天津北
S912,天津北,宝坻
S913,宝坻,天津北
S916,天津北,蓟州北
S917,蓟州北,天津
S918,天津北,蓟州北
Y951,乌鲁木齐,霍尔果斯
Y952,霍尔果斯,乌鲁木齐
Y954,北屯市,乌鲁木齐
Y961,和田,乌鲁木齐
Y962,乌鲁木齐,和田
Y963,乌鲁木齐,和田
Y964,和田,乌鲁木齐
1133,北京西,乌海西
1134,乌海西,北京西
1147,连云港东,宝鸡
1148,宝鸡,连云港东
1149,宝鸡,连云港东
1150,连云港东,宝鸡
1227,阜新南,上海
1228,上海,阜新南
1229,上海,阜新南
1230,阜新南,上海
1303,北京西,郑州
1304,郑州,北京西
1461,北京,上海
1462,上海,北京
1551,太原,连云港东
1552,连云港东,太原
1553,连云港东,太原
1554,太原,连云港东
1817,乌兰浩特,呼和浩特东
1818,呼和浩特东,乌兰浩特
1819,呼和浩特东,乌兰浩特
1820,乌兰浩特,呼和浩特东
2051,大连,牡丹江
2052,牡丹江,大连
2061,大连,加格达奇
2062,加格达奇,大连
2065,承德,沈阳
2066,沈阳,承德
2067,沈阳,承德
2068,承德,沈阳
2083,大连,海拉尔
2084,海拉尔,大连
2095,太原,西安
2096,西安,太原
2123,齐齐哈尔,丹东
2124,丹东,齐齐哈尔
2125,丹东,齐齐哈尔
2126,齐齐哈尔,丹东
2149,日照,郑州
2150,郑州,日照
2151,郑州,日照
2152,日照,郑州
2209,大连,黑河
2210,黑河,大连
2461,临汾,包头
2462,包头,临汾
2463,包头,临汾
2464,临汾,包头
2549,北京,鞍山
2550,鞍山,北京
2589,北京,辽源
2590,辽源,北京
2591,辽源,北京
2592,北京,辽源
2601,朔州,秦皇岛
2602,秦皇岛,大同
2603,秦皇岛,大同
2604,朔州,秦皇岛
2621,昌平北,赤峰
2623,大连,满洲里
2624,满洲里,大连
2635,呼和浩特,兰州西
2636,兰州西,呼和浩特
2667,沈阳,加格达奇
2668,加格达奇,沈阳
2673,太原,晋城
2674,晋城,太原
2701,呼和浩特,银川
2702,银川,呼和浩特
2727,大连,绥芬河
2728,绥芬河,大连
4043,宁安,密山
4044,密山,宁安
4057,加格达奇,塔河
4059,加格达奇,塔河
4060,塔河,加格达奇
4081,齐齐哈尔,北安
4082,北安,齐齐哈尔
4083,齐齐哈尔,黑河
4084,黑河,齐齐哈尔
4085,泰来,齐齐哈尔
4086,齐齐哈尔,泰来
4087,齐齐哈尔,富裕
4088,富裕,齐齐哈尔
4095,泰来,齐齐哈尔
4133,佳木斯,前进镇
4134,前进镇,佳木斯
4135,佳木斯,前进镇
4136,前进镇,佳木斯
4167,海拉尔,莫尔道嘎
4168,莫尔道嘎,满洲里
4169,莫尔道嘎,满洲里
4170,海拉尔,莫尔道嘎
4171,牡丹江,鹤岗
4172,鹤岗,东京城
4173,牡丹江,佳木斯
4174,佳木斯,牡丹江
4179,阿尔山北,海拉尔
4180,海拉尔,阿尔山北
4181,海拉尔,满归
4182,满归,海拉尔
4183,满归,海拉尔
4184,海拉尔,满归
4185,海拉尔,满洲里
4186,满洲里,海拉尔
4187,齐齐哈尔,满洲里
4188,满洲里,齐齐哈尔
4191,海拉尔,满洲里
4192,满洲里,海拉尔
4215,鞍山,沈阳北
4216,沈阳北,北京
4229,营口,沈阳
4230,沈阳,营口
4245,通化,白河
4246,白河,通化
4247,通化,白山市
4248,南芬,辽阳
4249,辽阳,本溪
4255,叶柏寿,锦州
4256,锦州,叶柏寿
4305,长春,榆树
4306,榆树,长春
4309,阜新南,通辽
4310,通辽,上海
4315,本溪,小市
4316,小市,本溪
4317,丹东,通化
4318,通化,丹东
4319,通化,丹东
4320,丹东,通化
4321,本溪,南芬
4322,本溪,沈阳
4325,沈阳,长甸
4326,长甸,沈阳
4327,叶柏寿,通辽
4328,赤峰,叶柏寿
4330,通辽,赤峰
4341,吉林,山河屯
4342,山河屯,吉林
4343,吉林,图们
4344,图们,吉林
4347,通化,集安
4348,集安,通化
4349,通化,临江
4350,临江,通化
4351,通化,临江
4352,临江,通化
4355,四平,通辽
4356,通辽,四平
4357,通辽,四平
4358,四平,通辽
4361,通化,集安
4362,集安,通化
4363,通化,集安
4364,集安,通化
4367,通辽,库伦
4368,库伦,通辽
4369,库伦,通辽
4370,通辽,库伦
4371,通辽,库伦
4372,库伦,通辽
4373,库伦,通辽
4374,通辽,库伦
4375,长春,榆树
4376,榆树,长春
4377,榆树,长春
4378,长春,榆树
4471,昌平北,承德
4472,承德,昌平北
4473,承德,昌平北
4474,昌平北,承德
4601,大同,风陵渡
4602,临汾,大同
4606,风陵渡,临汾
4607,太原,永济
4608,永济,太原
4611,太原,介休
4612,介休,太原
4615,宁武,太原
4616,太原,宁武
4621,太原,蔡家崖
4622,蔡家崖,太原
4623,蔡家崖,太原
4624,太原,蔡家崖
4627,临汾,运城
4628,运城,临汾
4629,大同,朔州
4630,朔州,大同
4631,太原,临汾
4632,侯马,太原
4635,忻州,太原
4636,太原,忻州
4641,大同,朔州
4643,太原,柳林南
4644,柳林南,太原
4705,洛阳,南阳
4706,南阳,洛阳
4707,南阳,洛阳
4708,洛阳,南阳
4731,洛阳,南阳
4732,邓州,洛阳
4733,邓州,洛阳
4734,洛阳,南阳
4741,南阳,邓州
5001,济南,陵城
5002,陵城,济南
5003,陵城,济南
5004,济南,陵城
5005,枣庄西,临沂
5006,临沂,枣庄西
5007,枣庄西,日照
5008,日照,枣庄西
5010,烟台,菏泽
5011,烟台,菏泽
5013,菏泽,青岛北
5016,菏泽,青岛北
5017,曹县,烟台
5020,曹县,烟台
5026,青岛北,曹县
5027,青岛北,曹县
5036,枣庄西,烟台
5037,枣庄西,烟台
5039,威海,菏泽
5040,菏泽,威海
5041,菏泽,威海
5042,威海,菏泽
5045,菏泽,青岛
5046,烟台,菏泽
5047,烟台,菏泽
5048,菏泽,青岛
5511,南宁,凭祥
5512,凭祥,南宁
5517,南宁,凭祥
5518,凭祥,南宁
5533,金城江,湛江
5534,湛江,金城江
5535,湛江,金城江
5536,金城江,湛江
5537,金城江,湛江
5538,湛江,金城江
5539,湛江,金城江
5540,金城江,湛江
5609,重庆北,秀山
5610,秀山,重庆北
5611,内江,重庆
5612,重庆,内江
5621,峨眉,汉源
5622,汉源,峨眉
5629,重庆,遵义西
5630,遵义西,重庆
5633,普雄,攀枝花
5634,攀枝花,普雄
5635,内江,昭通
5636,昭通,内江
5639,玉屏,贵阳
5640,贵阳,玉屏
5645,贵阳,昭通
5646,昭通,贵阳
5647,昭通,贵阳
5648,贵阳,昭通
5801,乌鲁木齐,阿拉山口
5802,阿拉山口,乌鲁木齐
5804,乌鲁木齐,阿拉山口
5805,乌鲁木齐,阿拉山口
5806,阿拉山口,乌鲁木齐
5809,喀什,和田
5810,和田,喀什
5813,喀什,莎车
5814,莎车,喀什
5831,伊宁,霍尔果斯
5832,霍尔果斯,伊宁
5833,伊宁,霍尔果斯
5834,霍尔果斯,伊宁
5835,伊宁,霍尔果斯
5836,霍尔果斯,伊宁
6025,麻城,九江
6026,九江,麻城
6029,承德,赤峰
6030,赤峰,承德
6033,石家庄北,太原南
6034,太原,石家庄北
6043,邯郸,长治北
6044,长治北,邯郸
6045,临汾,韩城
6046,韩城,临汾
6055,大同,包头
6056,包头,大同
6061,六盘水,昆明
6062,昆明,六盘水
6063,宝鸡,广元
6064,广元,宝鸡
6065,安康,达州
6066,达州,安康
6067,广元,兰州
6068,兰州,广元
6071,平凉,宝鸡
6072,宝鸡,平凉
6073,宝鸡,平凉
6074,平凉,宝鸡
6215,桦南,佳木斯
6216,佳木斯,桦南
6217,桦南,佳木斯
6218,佳木斯,桦南
6223,牡丹江,东方红
6224,东方红,牡丹江
6231,五常,哈尔滨
6232,香坊,五常
6233,五常,哈尔滨东
6234,哈尔滨东,五常
6237,塔尔气,海拉尔
6238,海拉尔,塔尔气
6239,海拉尔,塔尔气
6240,塔尔气,海拉尔
6245,齐齐哈尔,古莲
6246,古莲,齐齐哈尔
6251,牡丹江,鸡西
6252,鸡西,牡丹江
6253,哈尔滨东,绥化
6254,绥化,一面坡
6255,绥化,一面坡
6259,齐齐哈尔,富拉尔基
6260,富拉尔基,三间房
6261,三间房,富拉尔基
6262,富拉尔基,三间房
6263,三间房,富拉尔基
6264,富拉尔基,汤池
6265,汤池,富拉尔基
6266,富拉尔基,齐齐哈尔
6271,乌伊岭,佳木斯
6272,佳木斯,乌伊岭
6273,佳木斯,乌伊岭
6274,乌伊岭,佳木斯
6276,齐齐哈尔,泰来
6277,泰来,齐齐哈尔
6278,齐齐哈尔,泰来
6279,三间房,齐齐哈尔
6280,齐齐哈尔,三间房
6285,长汀镇,牡丹江
6286,牡丹江,长汀镇
6287,牡丹江,长汀镇
6288,长汀镇,牡丹江
6335,公主岭,长春
6336,长春,公主岭
6337,长春,陶赖昭
6338,德惠,长春
6361,沙岭,沈阳
6362,沈阳,沙岭
6363,沙岭,沈阳
6364,沈阳,沙岭
6365,马三家,沈阳
6366,沈阳,马三家
6397,安平,本溪
6398,本溪,安平
6419,通州西,承德
6420,承德,通州西
6423,邯郸,潞城
6424,潞城,邯郸
6433,兴隆县,承德
6434,承德,兴隆县
6435,承德,平泉
6436,平泉,承德
6437,北京西,大涧
6438,大涧,北京西
6455,承德,平泉
6456,平泉,承德
6851,包头东,乌海西
6852,乌海西,包头东
6853,包头东,白云鄂博
6854,白云鄂博,包头东
6855,二连,呼和浩特
6856,呼和浩特,二连
6857,呼和浩特,二连
6858,二连,呼和浩特
6905,新乡,长治北
6906,长治北,新乡
6907,长治北,新乡
6908,新乡,长治北
6967,伊春,乌伊岭
6968,乌伊岭,伊春
7001,西安,韩城
7002,韩城,西安
7003,韩城,西安
7004,西安,韩城
7005,西安,榆林
7006,榆林,西安
7007,榆林,西安
7008,西安,榆林
7053,淄博,泰山
7054,泰山,淄博
7265,张家界,怀化
7266,怀化,澧县
7267,澧县,张家界
7269,怀化,塘豹
7270,塘豹,怀化
7271,梅江,怀化
7272,怀化,梅江
7273,益阳,怀化
7274,新晃,益阳
7275,怀化,新晃
7451,红果,昆明
7452,昆明,红果
7453,昆明,红果
7454,红果,昆明
7501,陇西,兰州
7502,兰州,陇西
7503,张家川,陇西
7504,陇西,张家川
7505,兰州,武威南
7506,武威南,兰州
7507,武威南,嘉峪关
7508,嘉峪关,武威南
7509,干塘,兰州
7510,兰州,干塘
7511,银川,长庆桥
7512,长庆桥,银川
7513,长庆桥,银川
7514,银川,长庆桥
7515,白银西,长征
7516,长征,白银西
7519,中卫,武威
7520,武威,中卫
7521,绿化,镜铁山
7522,镜铁山,绿化
7523,汝箕沟,银川
7524,银川,汝箕沟
7525,银川,汝箕沟
7526,汝箕沟,银川
7529,嘉峪关,镜铁山
7530,镜铁山,嘉峪关
7531,银川,中卫
7532,中卫,银川
7533,中卫,银川
7534,银川,中卫
7535,嘉峪关,敦煌
7536,敦煌,嘉峪关
7537,敦煌,嘉峪关
7551,哈密,乌鲁木齐
7552,乌鲁木齐,哈密
7553,柳园,哈密
7554,哈密,柳园
7555,喀什,乌鲁木齐
7556,乌鲁木齐,喀什
7557,乌鲁木齐,喀什
7558,喀什,乌鲁木齐
7559,乌鲁木齐,准东
7560,准东,乌鲁木齐
7563,兰州,兰州新区
7564,兰州新区,兰州
7565,兰州,兰州新区
7566,兰州新区,兰州
7581,西宁,格尔木
7582,格尔木,西宁
S8001,海口,海口东
S8002,海口东,海口
S8003,海口,美兰
S8004,美兰,海口
S8005,海口,海口东
S8006,海口东,海口
S8007,海口,海口东
S8008,海口东,海口
S8009,海口,美兰
S8010,美兰,海口
S8011,海口,美兰
S8012,美兰,海口
S8013,海口,美兰
S8014,美兰,海口
S8015,海口,海口东
S8016,海口东,海口
S8017,海口,美兰
S8018,美兰,海口
S8019,海口,美兰
S8020,美兰,海口
S8021,海口,海口东
S8022,海口东,海口
S8023,海口,美兰
S8024,美兰,海口
S8025,海口,海口东
S8026,海口东,海口
S8027,海口,美兰
S8028,美兰,海口
S8029,海口,海口东
S8030,海口东,海口
S8031,海口,美兰
S8032,美兰,海口
S8033,海口,美兰
S8034,美兰,海口
S8056,美兰,海口
S8057,海口,海口东
S8058,海口东,海口
S8059,海口,海口东
S8060,海口东,海口
S8061,海口,海口东
S8062,海口东,海口
S8063,海口,海口东
S8064,海口东,海口
S8065,海口,海口东
S8066,海口东,海口
S8067,海口,海口东
S8068,海口东,海口
S8069,海口,美兰
S8070,美兰,海口
S8071,海口,海口东
S8072,海口东,海口
S8073,海口,海口东
S8074,海口东,海口
S8075,海口,海口东
S8076,海口东,海口
S8078,美兰,海口
S8079,海口,美兰
S8080,美兰,海口
S8081,海口,海口东
S8082,海口东,海口
S8083,海口,海口东
S8084,海口东,海口
S8085,海口,海口东
S8086,海口东,海口
S8087,海口,海口东
S8088,海口东,海口
S8089,海口,海口东
S8093,海口,海口东
S8094,海口东,海口
S8095,海口,海口东
S8096,海口东,海口
S8097,海口,海口东
S8098,海口东,海口
S8099,海口,美兰
S8100,美兰,海口
S8151,海口,海口东
S8152,海口东,海口
8161,轩岗,原平
8162,原平,轩岗
8163,轩岗,原平
8164,原平,轩岗
8165,临汾,风陵渡
8166,风陵渡,临汾
8171,榆次,沁县
8172,沁县,榆次
8187,柴沟堡,大同
8188,大同,柴沟堡
8323,固始,信阳
8324,信阳,固始
8331,淮滨,麻城
8332,麻城,淮滨
8351,渭南,西安
8352,西安,渭南
8353,渭南,西安
8354,西安,渭南
8355,西安,阎良
8356,阎良,西安
8357,阎良,西安
8358,西安,阎良
8359,宝鸡,元龙
8361,汉中,阳平关
8362,阳平关,汉中
8375,西安,长武
8376,长武,西安
8815,介休,阳泉曲
8816,阳泉曲,介休
8817,灵丘,太原
8818,太原,灵丘
8819,宁武,岢岚
8820,岢岚,宁武
8821,忻州,河边
8822,河边,忻州
8823,大同,宁武
8824,宁武,大同
8833,宁武,岢岚
8834,岢岚,宁武
8845,临汾,运城
8849,临汾,侯马
8850,侯马,临汾
K15,济南,重庆西
K16,重庆西,济南
K20,满洲里,北京
K21,北京西,南宁
K22,南宁,北京西
K27,北京,丹东
K28,丹东,北京
K29,洛阳,福州
K30,福州,洛阳
K31,福州,洛阳
K32,洛阳,福州
K33,苏州,深圳
K34,深圳,苏州
K35,深圳,苏州
K36,苏州,深圳
K39,北京,鸡西
K40,鸡西,北京
K41,北京,敦煌
K42,敦煌,北京
K43,敦煌,北京
K44,北京,敦煌
K45,北京,福州
K46,福州,北京
K47,齐齐哈尔,杭州
K48,杭州,齐齐哈尔
K49,杭州,齐齐哈尔
K50,齐齐哈尔,杭州
K53,北京,沈阳北
K54,沈阳北,北京
K55,大连,包头
K56,包头,大连
K57,包头,大连
K58,大连,包头
K59,南通,西安
K60,西安,南通
K61,西安,南通
K62,南通,西安
K67,青岛,福州
K68,福州,青岛
K69,福州,青岛
K70,青岛,福州
K71,上海南,重庆北
K72,重庆北,上海南
K73,重庆北,上海南
K74,上海南,重庆北
K75,长春,宁波
K76,宁波,长春
K77,宁波,长春
K78,长春,宁波
K79,上海南,昆明
K80,昆明,上海南
K81,西安,广州
K82,广州,西安
K83,广州,西安
K84,西安,广州
K85,广州,景德镇北
K86,景德镇北,广州
K87,景德镇北,广州
K88,广州,景德镇北
K89,北京西,呼和浩特
K90,呼和浩特,北京西
K91,泰州,深圳东
K92,深圳东,泰州
K93,深圳东,泰州
K94,泰州,深圳东
K95,北京,抚顺北
K96,抚顺北,北京
K101,北京,温州
K102,温州,北京
K105,北京西,深圳
K106,深圳,北京西
K111,上海南,贵阳
K112,贵阳,上海南
K115,九江,深圳
K116,深圳,九江
K117,北京西,攀枝花
K118,成都,北京西
K121,十堰,上海南
K122,上海南,十堰
K123,上海南,十堰
K124,十堰,上海南
K125,长春,西安
K126,西安,长春
K127,西安,长春
K128,长春,西安
K131,深圳西,兰州
K132,兰州,深圳西
K133,兰州,深圳西
K134,深圳西,兰州
K141,成都,南宁
K142,南宁,成都
K143,南宁,成都
K144,成都,南宁
K147,北京西,阜阳
K148,阜阳,北京西
K149,上海南,湛江
K150,湛江,上海南
K151,郑州,上海
K152,上海,郑州
K153,上海,郑州
K154,郑州,上海
K155,南京,昆明
K156,昆明,南京
K157,北京西,湛江
K158,湛江,北京西
K169,西安,喀什
K170,喀什,西安
K171,日照,上海
K172,上海,日照
K173,上海,日照
K174,日照,上海
K175,商丘,乌鲁木齐
K176,乌鲁木齐,郑州
K177,郑州,西宁
K178,西宁,郑州
K179,北京西,郑州
K180,郑州,北京西
K183,北京,南阳
K184,南阳,北京
K187,沈阳北,上海
K188,上海,沈阳北
K189,上海,沈阳北
K190,沈阳北,上海
K191,成都,广州
K192,广州,成都
K193,广州,成都
K194,成都,广州
K195,呼和浩特东,成都
K196,成都,呼和浩特东
K197,成都,呼和浩特东
K198,呼和浩特东,成都
K202,广州,重庆西
K203,广州,重庆西
K205,青岛,成都
K206,成都,青岛
K207,成都,青岛
K208,青岛,成都
K209,宁波,广州
K210,广州,宁波
K211,广州,宁波
K212,宁波,广州
K213,天津,西安
K214,西安,天津
K215,北京,图们
K216,图们,北京
K218,银川,邯郸
K219,银川,邯郸
K225,兰州,广州
K226,广州,兰州
K227,广州,兰州
K228,兰州,广州
K229,昆明,厦门北
K230,厦门北,昆明
K231,厦门北,昆明
K232,昆明,厦门北
K233,石家庄,上海
K234,上海,石家庄
K235,上海,石家庄
K236,石家庄,上海
K237,太原,深圳西
K238,深圳西,太原
K239,深圳西,太原
K240,太原,深圳西
K241,厦门北,西安
K242,西安,厦门北
K243,西安,厦门北
K244,厦门北,西安
K245,扬州,成都
K246,成都,扬州
K247,成都,扬州
K248,扬州,成都
K251,荆门,上海南
K252,上海南,荆门
K253,上海南,荆门
K254,荆门,上海南
K255,合肥,深圳西
K256,深圳西,合肥
K257,天津,成都
K258,成都,天津
K261,北京西,汉中
K262,汉中,北京西
K263,北京,包头
K264,包头,北京
K265,北京,北安
K266,北安,北京
K267,北京西,怀化
K268,怀化,北京西
K269,北京西,洛阳
K270,洛阳,北京西
K271,上海南,井冈山
K272,井冈山,上海南
K273,满洲里,呼和浩特
K274,呼和浩特,满洲里
K275,呼和浩特,满洲里
K276,满洲里,呼和浩特
K279,北京西,十堰
K281,成都,上海
K282,上海,成都
K283,上海,成都
K284,成都,上海
K285,北京,烟台
K286,烟台,北京
K287,上海南,南昌
K288,南昌,上海南
K289,成都,上海
K290,上海,成都
K291,上海,成都
K292,成都,上海
K293,齐齐哈尔,济南
K294,济南,齐齐哈尔
K295,济南,齐齐哈尔
K296,齐齐哈尔,济南
K297,广州东,厦门北
K298,厦门北,广州东
K299,厦门北,广州东
K300,广州东,厦门北
K301,连云港东,广州
K302,广州,徐州
K304,连云港东,广州
K305,温州,兰州
K306,兰州,温州
K307,兰州,温州
K308,温州,兰州
K315,西安,南宁
K316,南宁,西安
K317,南宁,西安
K318,西安,南宁
K321,银川,西安
K322,西安,银川
K323,西安,银川
K324,银川,西安
K325,温州,广州
K326,广州,温州
K327,广州,温州
K328,温州,广州
K329,天津,洛阳
K330,洛阳,天津
K331,洛阳,天津
K332,天津,洛阳
K339,北京,佳木斯
K340,佳木斯,北京
K341,青岛北,南昌
K342,南昌,青岛北
K343,南昌,青岛北
K344,青岛北,南昌
K345,温州,沈阳北
K346,沈阳北,温州
K347,沈阳北,温州
K348,温州,沈阳北
K349,北京,佳木斯
K350,佳木斯,北京
K351,上海南,成都
K352,成都,上海南
K353,成都,上海南
K354,上海南,成都
K355,重庆西,广州
K356,广州,重庆西
K357,广州,重庆西
K358,重庆西,广州
K359,银川,上海
K360,上海,银川
K361,上海,银川
K362,银川,上海
K363,昆明,广州
K364,广州,昆明
K365,广州,昆明
K366,昆明,广州
K367,西安,敦煌
K368,敦煌,西安
K369,敦煌,西安
K370,西安,敦煌
K371,太原,上海
K372,上海,太原
K373,上海,太原
K374,太原,上海
K375,西宁,上海
K376,上海,西宁
K377,上海,西宁
K378,西宁,上海
K385,沈阳北,成都
K386,成都,沈阳北
K387,成都,沈阳北
K388,沈阳北,成都
K389,福州,成都
K390,成都,福州
K391,成都,福州
K392,福州,成都
K395,北京,乌海西
K396,乌海西,北京
K401,北京西,周口
K402,周口,北京西
K403,重庆西,厦门北
K404,厦门北,重庆西
K405,厦门北,重庆西
K406,重庆西,厦门北
K411,北京,威海
K412,威海,北京
K417,兰州,泰州
K418,泰州,兰州
K419,泰州,兰州
K420,兰州,泰州
K421,成都,宁波
K422,宁波,成都
K423,宁波,成都
K424,成都,宁波
K425,洛阳,宁波
K426,宁波,洛阳
K427,宁波,洛阳
K428,洛阳,宁波
K429,北京,通化
K430,通化,北京
K435,武昌,惠州
K436,惠州,武昌
K437,惠州,武昌
K438,武昌,惠州
K441,南昌,广州东
K442,广州东,南昌
K445,西安,深圳
K446,深圳,西安
K447,深圳,西安
K448,西安,深圳
K451,喀什,成都
K452,成都,喀什
K453,成都,喀什
K454,喀什,成都
K457,郑州,海口
K458,海口,郑州
K461,上海,平顶山
K462,平顶山,上海
K463,平顶山,上海
K464,上海,平顶山
K465,西安,宁波
K468,西安,宁波
K469,无锡,赣州
K470,赣州,无锡
K473,北京,昆明
K474,昆明,北京
K475,福州,贵阳
K476,贵阳,福州
K477,贵阳,福州
K478,福州,贵阳
K485,成都东,深圳
K486,深圳,成都东
K487,深圳,成都东
K488,成都东,深圳
K489,天津,佳木斯
K490,佳木斯,天津
K491,济南,昆明
K492,昆明,济南
K495,上海南,贵阳
K496,六盘水,上海南
K497,北京,加格达奇
K498,加格达奇,北京
K501,成都东,长沙
K502,长沙,成都东
K503,长沙,成都东
K504,成都东,长沙
K507,北京西,贵阳
K508,贵阳,北京西
K511,上海南,海口
K512,海口,上海南
K515,吉林,上海
K516,上海,吉林
K517,上海,吉林
K518,吉林,上海
K519,秦皇岛,太原
K520,太原,秦皇岛
K521,太原,秦皇岛
K522,秦皇岛,太原
K525,南京,福州
K526,福州,南京
K527,南京,广州
K528,广州,南京
K529,杭州,成都东
K530,成都东,杭州
K531,成都东,杭州
K532,杭州,成都东
K535,洛阳,深圳
K536,深圳,洛阳
K537,深圳,洛阳
K538,洛阳,深圳
K543,重庆,伊宁
K544,伊宁,重庆
K545,哈尔滨,成都
K546,成都,哈尔滨
K547,成都,哈尔滨
K548,哈尔滨,成都
K549,大连,齐齐哈尔
K550,齐齐哈尔,大连
K551,牡丹江,温州
K552,温州,牡丹江
K553,温州,牡丹江
K554,牡丹江,温州
K557,上海,延安
K558,延安,上海
K559,延安,上海
K560,上海,延安
K563,太原,海门
K564,海门,太原
K565,海门,太原
K566,太原,海门
K567,东莞东,齐齐哈尔
K568,齐齐哈尔,东莞东
K569,齐齐哈尔,东莞东
K570,东莞东,齐齐哈尔
K571,北京西,厦门北
K572,厦门北,北京西
K573,北京西,东胜西
K574,东胜西,北京西
K575,上海南,永州
K576,永州,上海南
K577,长沙,成都东
K578,成都东,长沙
K579,成都东,长沙
K580,长沙,成都东
K581,宁波,南宁
K582,南宁,宁波
K583,南宁,宁波
K584,宁波,南宁
K585,成都,深圳西
K586,深圳西,成都
K587,深圳西,成都
K588,成都,深圳西
K590,重庆,北京西
K593,乌鲁木齐,杭州
K594,杭州,乌鲁木齐
K595,杭州,乌鲁木齐
K596,乌鲁木齐,杭州
K597,广州,包头
K598,包头,广州
K599,包头,广州
K600,广州,包头
K601,北京,太原
K602,太原,北京
K603,北京,运城
K604,运城,北京
K605,西安,杭州
K606,杭州,西安
K607,杭州,西安
K608,西安,杭州
K609,北京,韩城
K610,韩城,北京
K611,连云港东,南昌
K612,南昌,连云港东
K613,南昌,连云港东
K614,连云港东,南昌
K615,北京,大同
K616,大同,北京
K625,宜昌东,西安
K626,西安,宜昌东
K627,西安,宜昌东
K628,宜昌东,西安
K635,北京西,玉溪
K636,玉溪,北京西
K637,玉溪,北京西
K638,北京西,玉溪
K641,十堰,广州
K642,广州,十堰
K643,广州,十堰
K644,十堰,广州
K651,南宁,兰州西
K652,兰州西,南宁
K653,兰州西,南宁
K654,南宁,兰州西
K655,包头,杭州
K656,杭州,包头
K657,杭州,包头
K658,包头,杭州
K675,广州东,徐州
K676,徐州,广州东
K677,徐州,广州东
K678,广州东,徐州
K679,西安,乌鲁木齐
K680,乌鲁木齐,西安
K681,北京,大连
K682,大连,北京
K683,大连,北京
K684,北京,大连
K685,汕头,重庆北
K686,重庆北,汕头
K687,重庆北,汕头
K688,汕头,重庆北
K691,呼和浩特,昆明
K692,昆明,呼和浩特
K695,北京,大同
K696,大同,北京
K701,哈尔滨西,青岛北
K702,青岛北,哈尔滨西
K703,青岛北,哈尔滨西
K704,哈尔滨西,青岛北
K709,包头,青岛
K710,青岛,包头
K711,青岛,包头
K712,包头,青岛
K715,大连,郑州
K716,郑州,大连
K717,郑州,大连
K718,大连,郑州
K721,昆明,南通
K722,南通,昆明
K723,南通,昆明
K724,昆明,南通
K725,哈尔滨西,昆明
K726,昆明,哈尔滨西
K727,昆明,哈尔滨西
K728,哈尔滨西,昆明
K729,广州东,大同
K730,大同,广州东
K731,大同,广州东
K732,广州东,大同
K735,上海,洛阳
K736,洛阳,上海
K737,洛阳,上海
K738,上海,洛阳
K739,上海南,昆明
K740,昆明,上海南
K741,厦门北,郑州
K742,郑州,厦门北
K743,郑州,厦门北
K744,厦门北,郑州
K747,张家界,南宁
K748,南宁,张家界
K751,上海南,信阳
K752,信阳,上海南
K753,信阳,上海南
K754,上海南,信阳
K755,洛阳,广州
K756,广州,洛阳
K757,广州,洛阳
K758,洛阳,广州
K759,上海南,衡阳
K760,衡阳,上海南
K761,烟台,徐州
K764,烟台,徐州
K767,广州,汉中
K768,汉中,广州
K769,汉中,广州
K770,广州,汉中
K771,济南,南通
K772,南通,济南
K775,兰州西,东莞东
K776,东莞东,兰州西
K777,东莞东,兰州西
K778,兰州西,东莞东
K781,萍乡,上海
K782,上海,萍乡
K783,上海,萍乡
K784,萍乡,上海
K785,成都东,南昌
K786,南昌,成都东
K787,南昌,成都东
K788,成都东,南昌
K793,上饶,广州东
K794,广州东,鹰潭
K795,广州东,鹰潭
K796,上饶,广州东
K797,汕头,武昌
K798,武昌,汕头
K799,武昌,汕头
K800,汕头,武昌
K803,重庆西,福州
K804,福州,重庆西
K805,福州,重庆西
K806,重庆西,福州
K807,无锡,怀化
K808,怀化,无锡
K809,怀化,无锡
K810,无锡,怀化
K811,广州,达州
K812,达州,广州
K813,达州,广州
K814,广州,达州
K815,银川,西宁
K816,西宁,银川
K817,北京西,成都
K818,成都,北京西
K819,北京西,重庆西
K820,重庆西,北京西
K821,深圳东,信阳
K822,信阳,深圳东
K823,信阳,深圳东
K824,深圳东,信阳
K827,深圳东,贵阳
K828,贵阳,深圳东
K829,贵阳,深圳东
K830,深圳东,贵阳
K833,上海南,贵阳
K834,贵阳,上海南
