Station_train_code,Departure,Destination
D7731,沈阳,大连
D7732,大连,沈阳
D7733,大连,沈阳
D7734,沈阳,大连
D7736,大连北,沈阳
D7737,大连北,沈阳
D7740,大连,沈阳
D7741,大连,沈阳
D7742,丹东,大连
D7743,沈阳,大连北
D7746,沈阳,大连北
D7747,沈阳,大连
D7748,大连北,沈阳
D7749,大连北,沈阳
D7750,沈阳,大连
D7751,沈阳,大连
D7753,大连,丹东
D7754,沈阳,大连
D7755,沈阳,大连
D7756,大连,沈阳
D7757,大连,沈阳
D7758,沈阳,大连
D7801,哈尔滨西,佳木斯
D7802,佳木斯,哈尔滨
D7803,哈尔滨西,佳木斯
D7804,佳木斯,哈尔滨西
D7805,哈尔滨西,佳木斯
D7806,佳木斯,哈尔滨
D7807,哈尔滨,佳木斯
D7808,佳木斯,哈尔滨
D7809,哈尔滨,佳木斯
D7810,佳木斯,哈尔滨
D7811,哈尔滨西,佳木斯
D7812,佳木斯,哈尔滨
D7813,哈尔滨,佳木斯
D7814,佳木斯,哈尔滨
D7815,哈尔滨,佳木斯
D7816,佳木斯,哈尔滨
D7817,哈尔滨,佳木斯
D7818,佳木斯,哈尔滨
D7819,哈尔滨,佳木斯
D7820,佳木斯,哈尔滨西
D7821,哈尔滨,佳木斯
D7822,佳木斯,哈尔滨
D7823,哈尔滨,佳木斯
D7824,佳木斯,哈尔滨
D7826,佳木斯,哈尔滨西
D7827,哈尔滨西,佳木斯
D7828,佳木斯,哈尔滨西
D7829,哈尔滨西,佳木斯
D7830,佳木斯,哈尔滨西
D7831,哈尔滨,佳木斯
D7832,佳木斯,哈尔滨西
D7834,佳木斯,哈尔滨
D7901,哈尔滨,大庆西
D7902,大庆西,哈尔滨
D7903,哈尔滨西,大庆西
D7904,大庆西,哈尔滨
D7905,哈尔滨,大庆西
D7906,大庆西,哈尔滨
D7907,哈尔滨,大庆西
D7908,大庆西,哈尔滨
D7961,牡丹江,绥芬河
D7962,绥芬河,牡丹江
D7963,牡丹江,绥芬河
D7964,绥芬河,牡丹江
D8075,山海关,丹东
D8076,丹东,山海关
D8131,青岛北,岚山西
D8132,日照西,青岛北
D8133,青岛北,日照西
D8134,岚山西,青岛北
D8135,青岛北,岚山西
D8136,岚山西,青岛北
D8137,青岛北,岚山西
D8138,岚山西,青岛北
D8141,岚山西,烟台
D8142,烟台,岚山西
D8143,烟台,岚山西
D8144,岚山西,烟台
D8181,济南西,青岛
D8182,青岛北,济南西
D8183,济南西,青岛北
D8184,青岛北,济南西
D8185,济南西,青岛北
D8186,青岛北,济南西
D8202,南宁,桂林
D8203,桂林,南宁东
D8204,南宁东,桂林
D8205,桂林北,南宁东
D8208,南宁东,桂林北
D8212,南宁东,桂林
D8251,柳州,北海
D8253,柳州,北海
D8255,柳州,百色
D8257,柳州,北海
D8259,柳州,南宁东
D8262,贺州,南宁东
D8263,贺州,南宁东
D8265,南宁东,贺州
D8266,贺州,南宁东
D8267,贺州,南宁东
D8268,南宁东,贺州
D8269,南宁东,贺州
D8270,贺州,南宁东
D8271,贺州,南宁东
D8272,南宁东,贺州
D8277,南宁东,贺州
D8280,南宁东,贺州
D8301,南宁东,北海
D8302,北海,南宁东
D8304,北海,南宁东
D8305,南宁东,北海
D8308,北海,南宁东
D8309,南宁东,北海
D8310,北海,南宁东
D8312,北海,南宁东
D8313,南宁东,北海
D8314,北海,南宁东
D8315,南宁东,北海
D8341,南宁东,防城港北
D8342,防城港北,南宁东
D8343,南宁东,防城港北
D8344,防城港北,南宁东
D8345,南宁东,防城港北
D8346,防城港北,南宁东
D8347,南宁东,防城港北
D8348,防城港北,南宁东
D8350,防城港北,南宁东
D8351,南宁东,防城港北
D8354,防城港北,南宁东
D8361,南宁东,百色
D8362,百色,南宁东
D8363,南宁东,百色
D8364,百色,南宁东
D8365,北海,百色
D8366,百色,南宁东
D8368,北海,百色
D8380,玉林,南宁东
D8381,南宁东,玉林
D8382,玉林,南宁东
D8383,南宁东,玉林
D8384,玉林,南宁东
D8386,玉林,南宁东
D8387,南宁东,玉林
D8388,玉林,南宁东
D8389,南宁东,玉林
D8390,玉林,南宁东
D8391,玉林,百色
D8392,百色,玉林
D8393,百色,玉林
D8394,玉林,百色
D8395,百色,玉林
D8398,百色,玉林
D8399,南宁东,玉林
D8401,桂林北,北海
D8402,北海,桂林北
D8403,桂林北,北海
D8405,桂林,北海
D8406,北海,桂林北
D8408,北海,桂林
D8409,桂林北,北海
D8410,北海,桂林北
D8411,桂林,北海
D8412,北海,桂林
D8414,北海,桂林北
D8416,北海,桂林
D8420,北海,柳州
D8431,北海,梧州南
D8432,梧州南,北海
D8433,梧州南,北海
D8434,北海,梧州南
D8451,桂林北,防城港北
D8454,防城港北,桂林北
D8461,桂林北,百色
D8462,百色,柳州
D8463,桂林,百色
D8464,百色,桂林
D8466,百色,柳州
D8481,桂林北,玉林
D8483,桂林北,玉林
D8484,玉林,桂林北
D8486,玉林,桂林北
D8491,三江南,北海
D8492,南宁东,三江南
D8493,三江南,防城港北
D8494,北海,三江南
D8495,三江南,南宁东
D8501,哈尔滨西,绥芬河
D8502,牡丹江,哈尔滨西
D8503,哈尔滨西,牡丹江
D8504,牡丹江,哈尔滨
D8505,哈尔滨,绥芬河
D8506,绥芬河,哈尔滨西
D8507,哈尔滨西,牡丹江
D8508,牡丹江,哈尔滨
D8509,哈尔滨西,牡丹江
D8510,牡丹江,哈尔滨
D8511,哈尔滨,绥芬河
D8512,绥芬河,哈尔滨
D8513,哈尔滨西,牡丹江
D8514,牡丹江,哈尔滨
D8515,哈尔滨,绥芬河
D8516,绥芬河,哈尔滨
D8517,哈尔滨,牡丹江
D8518,牡丹江,哈尔滨西
D8519,哈尔滨,绥芬河
D8520,绥芬河,哈尔滨
D8521,哈尔滨,牡丹江
D8522,牡丹江,哈尔滨
D8523,哈尔滨,牡丹江
D8524,绥芬河,哈尔滨西
D8525,哈尔滨,牡丹江
D8526,牡丹江,哈尔滨西
D8554,贵阳北,重庆西
D8555,重庆西,贵阳北
D8557,重庆西,贵阳北
D8558,贵阳北,重庆西
D8559,重庆西,綦江东
D8560,綦江东,重庆西
D8561,重庆西,贵阳北
D8563,广元,贵阳北
D8564,贵阳北,广元
D8565,贵阳北,广元
D8566,广元,贵阳北
D8581,遵义,贵阳北
D8582,贵阳北,遵义
D8583,遵义,贵阳北
D8584,贵阳北,遵义
D8585,遵义,贵阳北
D8586,贵阳北,遵义
D8588,贵阳北,遵义
D8601,昆明南,昆明
D8602,昆明,富宁
D8607,富宁,昆明南
D8611,普者黑,昆明南
D8612,昆明南,普者黑
D8621,弥勒,昆明南
D8622,昆明南,弥勒
D8631,楚雄,昆明南
D8632,昆明南,楚雄
D8633,昆明南,楚雄
D8634,楚雄,昆明南
D8635,楚雄,昆明南
D8636,昆明南,楚雄
D8637,昆明南,楚雄
D8638,楚雄,昆明南
D8641,昆明南,玉溪
D8642,玉溪,昆明南
D8645,昆明南,玉溪
D8646,玉溪,昆明南
D8649,昆明南,玉溪
D8650,玉溪,昆明南
D8651,大理,昆明南
D8652,昆明南,大理
D8653,昆明南,大理
D8654,大理,昆明南
D8655,大理,昆明
D8656,昆明南,大理
D8657,昆明南,大理
D8658,大理,昆明
D8659,大理,昆明南
D8660,昆明南,大理
D8661,昆明南,大理
D8662,大理,昆明南
D8664,昆明南,大理
D8665,昆明南,大理
D8666,大理,昆明南
D8668,昆明南,大理
D8669,昆明南,大理
D8671,大理,弥勒
D8672,昆明南,大理
D8673,昆明南,大理
D8674,大理,弥勒
D8675,大理,昆明南
D8678,大理,昆明南
D8679,大理,昆明
D8682,大理,昆明
D8683,大理,富宁
D8686,大理,富宁
D8687,大理,昆明南
D8688,昆明南,大理
D8689,昆明南,大理
D8690,大理,昆明南
D8691,大理,昆明南
D8692,昆明南,大理
D8693,昆明南,大理
D8694,大理,昆明南
D8696,昆明,大理
D8697,昆明,大理
D8698,大理,昆明南
D8702,昆明南,大理
D8703,昆明南,大理
D8705,大理,昆明南
D8706,富宁,大理
D8707,富宁,大理
D8708,大理,昆明南
D8709,大理,昆明南
D8710,昆明南,大理
D8711,昆明南,大理
D8712,大理,昆明南
D8714,昆明南,大理
D8715,昆明南,大理
D8718,弥勒,大理
D8719,弥勒,大理
D8721,大理,昆明南
D8724,大理,昆明南
D8726,昆明,大理
D8727,昆明,大理
D8728,大理,昆明南
D8729,大理,昆明南
D8732,大理,昆明南
D8734,昆明南,大理
D8735,昆明南,大理
D8736,大理,昆明南
D8738,昆明南,大理
D8739,昆明南,大理
D8740,大理,昆明南
D8742,昆明南,大理
D8743,昆明南,大理
D8745,大理,昆明南
D8748,大理,昆明南
D8762,昆明南,丽江
D8763,昆明南,丽江
D8764,丽江,昆明南
D8766,昆明南,丽江
D8767,昆明南,丽江
D8768,丽江,昆明南
D8772,昆明南,丽江
D8773,昆明南,丽江
D8774,丽江,昆明南
D8776,昆明南,丽江
D8777,昆明南,丽江
D8778,丽江,昆明南
D8780,昆明南,丽江
D8781,昆明南,丽江
D8782,丽江,昆明南
D8783,丽江,昆明南
D8784,昆明南,丽江
D8785,昆明南,丽江
D8786,丽江,昆明南
D8788,昆明南,丽江
D8789,昆明南,丽江
D8790,丽江,昆明南
D8792,昆明南,丽江
D8793,昆明南,丽江
D8794,丽江,昆明南
D8796,昆明南,丽江
D8797,昆明南,丽江
D8798,丽江,昆明南
D8801,哈密,乌鲁木齐
D8802,乌鲁木齐,哈密
D8803,哈密,乌鲁木齐
D8804,乌鲁木齐,哈密
D8805,哈密,乌鲁木齐
D8806,乌鲁木齐,哈密
D8807,哈密,乌鲁木齐
D8808,乌鲁木齐,哈密
D8809,哈密,乌鲁木齐
D8810,乌鲁木齐,哈密
D8811,哈密,乌鲁木齐
D8812,乌鲁木齐,哈密
D8813,哈密,乌鲁木齐
D8814,乌鲁木齐,哈密
D8815,哈密,乌鲁木齐
D8816,乌鲁木齐,哈密
D8817,哈密,乌鲁木齐
D8851,鄯善北,乌鲁木齐
D8852,乌鲁木齐,鄯善北
D8861,吐鲁番北,乌鲁木齐
D8862,乌鲁木齐,吐鲁番北
D8865,吐鲁番北,乌鲁木齐
D8866,乌鲁木齐,吐鲁番北
D8867,吐鲁番北,乌鲁木齐
D8868,乌鲁木齐,吐鲁番北
D8869,吐鲁番北,乌鲁木齐
D8870,乌鲁木齐,吐鲁番北
D8881,陇南,兰州西
D8882,兰州,陇南
D8883,陇南,兰州
D8884,兰州,陇南
D8885,陇南,兰州
D8886,兰州,陇南
D8887,陇南,兰州西
D8888,兰州,陇南
D8889,陇南,兰州
D8890,兰州西,陇南
D8901,西宁,门源
D8902,门源,西宁
D8903,西宁,门源
D8904,门源,西宁
D8905,西宁,门源
D8906,门源,西宁
D8911,天水南,兰州西
D8912,兰州西,天水南
D8913,天水南,中川机场
D8914,兰州西,天水南
D8915,天水南,兰州西
D8916,中川机场,天水南
D8917,天水南,兰州西
D8918,兰州西,天水南
D8919,天水南,兰州西
D8920,兰州西,天水南
D8921,东岔,兰州西
D8922,兰州西,东岔
D8923,东岔,兰州西
D8924,兰州西,东岔
D8931,嘉峪关南,敦煌
D8932,敦煌,嘉峪关南
D8933,敦煌,嘉峪关南
D8934,嘉峪关南,敦煌
D8935,赣州,瑞金
D8936,瑞金,赣州
D8937,赣州,瑞金
D8938,瑞金,赣州
D9162,齐齐哈尔南,哈尔滨西
D9165,哈尔滨,齐齐哈尔
D9175,哈尔滨西,牡丹江
D9176,牡丹江,哈尔滨西
D9341,十堰,武昌
D9342,武昌,十堰
D9343,武昌,十堰
D9344,十堰,武昌
D9425,西安北,宝鸡南
D9426,宝鸡南,西安北
D9641,南宁东,玉林
D9642,玉林,南宁东
D9643,南宁东,玉林
D9644,玉林,南宁东
D9645,桂林北,玉林
D9646,玉林,桂林北
D9690,防城港北,柳州
D9691,柳州,防城港北
D9692,玉林,百色
D9693,玉林,百色
D9695,南宁东,玉林
D9697,桂林北,玉林
D9698,玉林,柳州
D9801,天水南,兰州西
D9802,兰州西,天水南
D9803,东岔,兰州西
D9804,兰州西,东岔
D9887,陇南,哈达铺
D9888,哈达铺,陇南
D9917,西宁,门源
D9918,门源,西宁
D9983,武夷山东,福州
D9984,福州南,武夷山东
T7,北京西,成都
T8,成都,北京西
T9,北京西,重庆西
T10,重庆西,北京西
T17,北京,牡丹江
T18,牡丹江,北京
T25,上海南,南宁
T26,南宁,上海南
T39,北京,齐齐哈尔
T40,齐齐哈尔,北京
T41,北京西,西安
T42,西安,北京西
T47,北京,齐齐哈尔
T48,齐齐哈尔,北京
T49,北京西,宜昌东
T50,宜昌东,北京西
T55,天津,宝鸡
T56,宝鸡,天津
T57,宝鸡,天津
T58,天津,宝鸡
T63,北京,合肥
T64,合肥,北京
T77,上海南,南宁
T78,南宁,上海南
T79,南宁,上海南
T80,上海南,南宁
T81,上海南,南宁
T82,南宁,上海南
T95,汉口,深圳
T96,深圳,武昌
T101,上海南,深圳
T102,深圳,上海南
T109,北京,上海
T110,上海,北京
T111,兰州,杭州
T112,杭州,兰州
T113,杭州,兰州
T114,兰州,杭州
T115,兰州,上海
T116,上海,兰州
T117,上海,兰州
T118,兰州,上海
T121,广州,长春
T122,长春,广州
T123,长春,广州
T124,广州,长春
T125,东莞东,成都
T126,成都,东莞东
T127,成都,东莞东
T128,东莞东,成都
T129,大连,齐齐哈尔
T130,齐齐哈尔,大连
T131,大连,上海
T132,上海,大连
T133,上海,大连
T134,大连,上海
T135,济南,宁波
T136,宁波,济南
T145,北京,南昌
T146,南昌,北京
T147,南昌,北京
T148,北京,南昌
T151,泰州,广州
T152,广州,泰州
T153,广州,泰州
T154,泰州,广州
T155,广州东,汉口
T156,汉口,广州东
T157,汉口,广州东
T158,广州东,汉口
T167,北京西,南昌
T168,南昌,北京西
T169,上海南,广州
T170,广州,上海南
T171,南昌,广州东
T172,广州东,南昌
T175,北京西,西宁
T176,西宁,北京西
T179,济南,广州
T180,广州,济南
T181,哈尔滨,汉口
T182,汉口,哈尔滨
T183,汉口,哈尔滨
T184,哈尔滨,汉口
T197,郑州,乌鲁木齐
T198,乌鲁木齐,郑州
T203,伊宁,上海
T204,上海,伊宁
T205,上海,伊宁
T206,伊宁,上海
T211,上海南,深圳
T212,深圳,上海南
T215,北京,泰州
T216,泰州,北京
T217,泰州,北京
T219,广州东,合肥
T220,合肥,广州东
T221,合肥,广州东
T222,广州东,合肥
T231,北京西,西安
T232,西安,北京西
T235,重庆西,昆山
T236,昆山,重庆西
T237,昆山,重庆西
T238,重庆西,昆山
T241,齐齐哈尔,合肥
T242,合肥,齐齐哈尔
T243,合肥,齐齐哈尔
T244,齐齐哈尔,合肥
T245,成都东,武昌
T246,武昌,成都东
T247,武昌,成都东
T248,成都东,武昌
T251,广州,天津
T252,天津,广州
T253,天津,广州
T254,广州,天津
T261,大连,鸡西
T262,鸡西,大连
T281,乌鲁木齐,南宁
T282,南宁,乌鲁木齐
T283,南宁,乌鲁木齐
T284,乌鲁木齐,南宁
T287,南宁,北京西
T288,北京西,南宁
T289,北京西,南宁
T290,南宁,北京西
T295,兰州,乌鲁木齐
T296,乌鲁木齐,兰州
T297,北京,牡丹江
T298,牡丹江,北京
T301,乌鲁木齐,长春
T302,长春,乌鲁木齐
T303,长春,乌鲁木齐
T304,乌鲁木齐,长春
T305,乌鲁木齐,福州
T306,福州,乌鲁木齐
T307,福州,乌鲁木齐
T308,乌鲁木齐,福州
T325,郑州,宁波
T326,宁波,郑州
T327,宁波,郑州
T328,郑州,宁波
T367,广州,大连
T368,大连,广州
T369,大连,广州
T370,广州,大连
T381,上海南,昆明
T382,昆明,上海南
T390,西宁,合肥
T395,深圳,青岛
T396,青岛,深圳
T397,青岛,深圳
T398,深圳,青岛
T4201,锡林浩特,包头
T4202,包头,锡林浩特
T4203,包头,锡林浩特
T4204,锡林浩特,包头
T5101,哈尔滨,大庆东
T5315,山海关,大连
T5316,大连,锦州
T5317,大连,锦州
T5318,山海关,大连
T5325,长春,榆树
T5326,榆树,长春
T5327,长春,榆树
T5328,榆树,长春
T5329,长春,舒兰
T5330,舒兰,长春
T5687,北京,秦皇岛
T5688,秦皇岛,北京
T6307,呼和浩特,乌海西
T6308,乌海西,呼和浩特
T6501,乌鲁木齐,伊宁
T6519,乌鲁木齐,伊宁
T6520,伊宁,乌鲁木齐
T6551,郑州,邓州
T6552,邓州,郑州
T6601,兰州,嘉峪关
T6602,嘉峪关,兰州
T6605,武威,嘉峪关
T6606,嘉峪关,武威
T6607,甘谷,兰州
T6608,兰州,甘谷
T6611,兰州,金昌
T6612,金昌,兰州
T6613,兰州,金昌
T6614,金昌,兰州
T6615,兰州,金昌
T6616,金昌,兰州
T7565,平度,青岛
T7566,青岛,平度
T7567,平度,青岛北
T7568,青岛北,平度
T7575,菏泽,济南
T7576,济南,菏泽
T7577,济南,菏泽
T7578,菏泽,济南
T7771,盐城,南京
T7772,南京,盐城
T7773,南京,盐城
T7774,盐城,南京
T7775,盐城,南京
T7776,南京,盐城
T7777,南京,盐城
T7781,盐城,南京
T7782,南京,盐城
T7784,盐城,南京
T7785,杭州,兰溪
T7786,兰溪,杭州
T7787,亳州,合肥
T7788,合肥,亳州
T8001,南昌,赣州
T8002,赣州,南昌
T8309,岳阳,广州
T8310,广州,岳阳
T8321,张家界,长沙
T8322,长沙,张家界
T8323,长沙,张家界
T8324,张家界,长沙
T8365,广州东,梅州
T8366,梅州,广州东
T8367,梅州,广州东
T8368,广州东,梅州
T8369,梅州,深圳
T8370,深圳,梅州
T8379,广州东,大埔
T8380,大埔,广州东
T8381,大埔,广州东
T8382,广州东,大埔
T8701,南宁,凭祥
T8702,凭祥,南宁
T8711,防城港北,北海
T8712,北海,防城港北
T8713,北海,防城港北
T8714,防城港北,北海
T8715,防城港北,北海
T8716,北海,防城港北
T8717,北海,防城港北
T8718,防城港北,北海
T9021,宣威,昆明
T9023,宣威,昆明
T9024,昆明,宣威
T9028,昆明,宣威
T9515,喀什,乌鲁木齐
T9516,乌鲁木齐,喀什
T9517,乌鲁木齐,喀什
T9518,喀什,乌鲁木齐
T9519,乌鲁木齐,塔城
T9520,塔城,乌鲁木齐
T9525,和田,乌鲁木齐
T9526,乌鲁木齐,和田
T9527,乌鲁木齐,和田
T9528,和田,乌鲁木齐
T9581,乌鲁木齐,克拉玛依
T9582,克拉玛依,乌鲁木齐
T9583,乌鲁木齐,克拉玛依
T9584,克拉玛依,乌鲁木齐
T9585,乌鲁木齐,克拉玛依
T9586,克拉玛依,乌鲁木齐
G1,北京南,上海虹桥
G2,上海虹桥,北京南
G3,北京南,上海虹桥
G4,上海虹桥,北京南
G5,北京南,上海
G6,上海,北京南
G7,北京南,上海虹桥
G8,上海虹桥,北京南
G9,北京南,上海虹桥
G10,上海虹桥,北京南
G11,北京南,上海虹桥
G12,上海,北京南
G13,北京南,上海虹桥
G14,上海虹桥,北京南
G15,北京南,上海
G16,上海虹桥,北京南
G17,北京南,上海虹桥
G18,上海,北京南
G19,北京南,杭州东
G20,杭州东,北京南
G21,北京南,上海
G22,上海虹桥,北京南
G23,北京南,合肥南
G24,合肥南,北京南
G25,北京西,西安北
G26,西安北,北京西
G27,北京南,福州
G28,福州,北京南
G29,北京南,合肥南
G30,合肥南,北京南
G31,北京南,千岛湖
G32,杭州东,北京南
G33,北京南,南昌西
G34,杭州东,北京南
G35,北京南,杭州东
G36,诸暨,北京南
G37,北京南,杭州东
G38,南昌西,北京南
G39,北京南,杭州东
G40,千岛湖,北京南
G41,北京南,杭州东
G42,杭州东,北京南
G43,北京南,杭州东
G44,杭州东,北京南
G45,北京南,江山
G46,江山,北京南
G47,大连北,哈尔滨西
G48,哈尔滨西,大连北
G49,大连北,哈尔滨西
G50,哈尔滨西,大连北
G51,天津西,宁波
G52,宁波,天津西
G53,石家庄,上海虹桥
G54,上海虹桥,石家庄
G55,北京南,福州
G56,福州,北京南
G57,北京南,宁波
G58,台州,北京南
G59,北京南,台州
G60,宁波,北京南
G61,济南西,南昌西
G62,南昌西,济南西
G63,济南,温州南
G64,温州南,济南西
G65,北京西,珠海
G66,广州南,北京西
G67,北京西,广州南
G68,珠海,北京西
G69,北京西,广州南
G70,广州南,北京西
G71,北京西,福田
G72,福田,北京西
G73,安阳东,深圳北
G74,深圳北,郑州东
G75,焦作,深圳北
G76,深圳北,郑州东
G77,武汉,深圳北
G78,深圳北,武汉
G79,北京西,香港西九龙
G80,香港西九龙,北京西
G81,北京西,贵阳北
G82,贵阳北,北京西
G83,北京西,长沙南
G84,邵阳,北京西
G85,上海虹桥,广州南
G86,广州南,上海虹桥
G87,北京西,西安北
G88,西安北,北京西
G89,北京西,成都东
G90,成都东,北京西
G91,北京西,太原南
G92,太原南,北京西
G93,郑州东,广州南
G94,广州南,郑州东
G95,西安北,广州南
G96,广州南,兰州西
G97,广州南,兰州西
G98,西安北,广州南
G99,上海虹桥,香港西九龙
G100,香港西九龙,上海虹桥
G101,北京南,上海虹桥
G102,上海虹桥,北京南
G104,上海虹桥,北京南
G105,北京南,上海虹桥
G106,上海虹桥,北京南
G107,北京南,上海虹桥
G108,上海虹桥,北京南
G110,嘉兴南,北京南
G111,北京南,上海虹桥
G112,上海虹桥,北京南
G113,北京南,上海虹桥
G114,上海虹桥,北京南
G115,北京南,上海虹桥
G116,上海虹桥,北京南
G117,北京南,上海虹桥
G118,上海虹桥,北京南
G119,北京南,上海虹桥
G120,上海虹桥,北京南
G121,北京南,上海虹桥
G122,上海虹桥,北京南
G124,上海虹桥,北京南
G125,北京南,上海虹桥
G126,上海虹桥,北京南
G128,上海虹桥,北京南
G129,北京南,上海
G130,上海,北京南
G131,北京南,上海虹桥
G132,上海虹桥,北京南
G133,北京南,上海虹桥
G134,上海虹桥,北京南
G135,北京南,上海虹桥
G137,北京南,上海虹桥
G138,上海虹桥,北京南
G139,北京南,上海虹桥
G140,上海虹桥,北京南
G141,北京南,上海虹桥
G142,上海虹桥,北京南
G143,北京南,上海虹桥
G145,北京南,上海虹桥
G146,上海虹桥,北京南
G147,北京南,上海虹桥
G148,上海虹桥,北京南
G149,北京南,上海虹桥
G150,上海虹桥,北京南
G151,北京南,上海虹桥
G152,上海虹桥,北京南
G153,北京南,上海虹桥
G154,上海虹桥,北京南
G155,北京南,嘉兴南
G157,北京南,上海虹桥
G158,上海虹桥,北京南
G159,北京南,上海虹桥
G161,北京南,安庆
G162,安庆,北京南
G163,北京南,苍南
G164,苍南,北京南
G165,北京南,绍兴北
G166,绍兴北,北京南
G167,北京南,温州南
G168,温州南,北京南
G169,北京南,上海虹桥
G170,上海虹桥,北京南
G171,天津西,青岛
G172,青岛,天津西
G173,天津西,青岛
G174,青岛,天津西
G176,潍坊,北京南
G177,北京南,青岛北
G178,青岛,北京南
G179,北京南,青岛
G180,青岛北,北京南
G181,北京南,青岛
G182,青岛,北京南
G183,北京南,青岛
G184,青岛,北京南
G185,北京南,青岛
G186,青岛,北京南
G187,北京南,青岛北
G188,青岛,北京南
G189,北京南,青岛
G190,青岛,北京南
G191,北京南,青岛
G192,青岛北,北京南
G193,北京南,青岛
G194,青岛,北京南
G195,北京南,青岛
G196,青岛,北京南
G197,北京南,青岛
G198,青岛,北京南
G199,北京南,青岛
G201,北京南,淮北
G202,淮北,北京南
G203,北京南,南京南
G204,南京南,北京南
G205,北京南,青岛北
G206,青岛北,北京南
G207,北京南,徐州东
G208,徐州东,北京南
G209,北京南,青岛北
G210,青岛北,北京南
G211,天津西,上海虹桥
G212,上海虹桥,天津西
G213,天津西,上海虹桥
G214,上海虹桥,天津西
G215,天津西,上海虹桥
G216,上海虹桥,天津西
G217,北京南,沈阳北
G218,沈阳北,北京南
G219,北京南,沈阳南
G220,沈阳南,北京南
G221,青岛,上海虹桥
G222,上海,青岛北
G223,上海,青岛北
G224,青岛,上海虹桥
G225,青岛北,上海虹桥
G226,上海虹桥,青岛
G227,上海虹桥,青岛
G228,青岛北,上海虹桥
G229,青岛,上海虹桥
G230,上海虹桥,青岛
G231,上海虹桥,青岛
G232,青岛,上海虹桥
G233,青岛,上海
G234,上海虹桥,青岛
G235,上海虹桥,青岛
G236,青岛,上海
G237,北京南,沈阳南
G238,沈阳南,北京南
G239,北京南,吉林
G240,吉林,北京南
G241,青岛,厦门
G242,厦门,青岛
G243,厦门,青岛
G244,青岛,厦门
G245,青岛,合肥南
G246,合肥南,青岛
G247,合肥南,青岛
G248,青岛,合肥南
G253,青岛,杭州
G254,杭州,青岛
G255,杭州,青岛
G256,青岛,杭州
G257,青岛,武汉
G258,武汉,青岛
G259,武汉,青岛
G260,青岛,武汉
G261,北京南,六安
G262,合肥南,北京南
G263,北京南,合肥南
G264,合肥南,北京南
G265,北京南,黄山北
G266,六安,北京南
G267,北京南,合肥南
G269,北京南,合肥南
G270,黄山北,北京南
G272,黄山北,北京南
G275,青岛,广州南
G276,广州南,青岛
G277,广州南,青岛
G278,青岛,广州南
G279,济南西,深圳北
G280,深圳北,济南西
G281,青岛,杭州
G282,杭州,青岛
G283,杭州,青岛
G284,青岛,杭州
G285,济南西,昆明南
G286,昆明南,济南西
G287,青岛,长沙南
G288,长沙南,青岛
G289,长沙南,青岛
G290,青岛,长沙南
G291,长沙南,天津
G292,天津,长沙南
G293,天津,长沙南
G294,长沙南,天津
G297,济南东,上海虹桥
G298,上海虹桥,济南东
G299,上海虹桥,济南东
G300,济南东,上海虹桥
G301,北京南,福州南
G302,福州,北京南
G303,北京南,福州
G304,福州,北京南
G305,天津西,香港西九龙
G306,香港西九龙,天津西
G307,北京西,成都东
G308,成都东,北京西
G309,北京西,重庆北
G310,南充北,北京西
G311,昆明南,香港西九龙
G312,香港西九龙,昆明南
G313,香港西九龙,昆明南
G314,昆明南,香港西九龙
G315,青岛,重庆北
G316,重庆北,青岛
G317,重庆北,青岛
G318,青岛,重庆北
G319,重庆西,香港西九龙
G320,香港西九龙,重庆西
G322,厦门北,北京南
G323,北京南,厦门北
G324,厦门北,北京南
G325,北京南,厦门北
G331,北京南,济南西
G333,北京南,济南西
G334,济南,北京南
G336,济南西,北京南
G337,北京南,济南西
G338,泰安,北京南
G341,北京南,济南西
G345,济南西,福州
G348,福州,济南西
G349,北京西,成都东
G350,成都东,北京西
G351,北京南,黄山北
G352,黄山北,北京南
G355,北京南,厦门北
G356,厦门北,北京南
G359,西安北,上海虹桥
G360,上海虹桥,西安北
G361,上海虹桥,西安北
G362,西安北,上海虹桥
G363,天津西,武汉
G366,武汉,天津西
G367,郑州,上海虹桥
G368,上海虹桥,郑州东
G369,上海虹桥,郑州东
G370,郑州,上海虹桥
G373,天津西,哈尔滨西
G374,哈尔滨西,天津西
G377,大连北,北京南
G378,北京南,大连北
G379,北京南,大连北
G380,大连北,北京南
G381,北京南,哈尔滨西
G382,哈尔滨西,北京南
G383,北京南,吉林
G384,吉林,北京南
G385,大连北,北京南
G386,北京南,大连北
G387,北京南,大连北
G388,大连北,北京南
G389,大连北,济南西
G390,济南西,大连北
G391,济南西,大连北
G392,大连北,济南西
G393,北京南,牡丹江
G394,牡丹江,北京南
G395,北京南,丹东
G396,丹东,北京南
G397,北京南,丹东
G398,丹东,北京南
G399,北京南,长春西
G400,长春西,北京南
G401,北京西,贵阳北
G402,贵阳北,北京西
G403,北京西,昆明南
G404,昆明南,北京西
G405,北京西,昆明南
G406,昆明南,北京西
G411,北京南,上海虹桥
G412,上海虹桥,北京南
G417,南宁东,香港西九龙
G418,香港西九龙,南宁东
G421,北京西,南宁东
G422,南宁东,北京西
G423,石家庄,南宁东
G424,南宁东,石家庄
G425,郑州东,桂林北
G426,桂林北,郑州东
G427,北京西,兰州西
G428,兰州西,北京西
G429,北京西,兰州西
G430,兰州西,北京西
G431,武汉,南宁东
G432,南宁东,武汉
